name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New york,2025-06-14T00:00:00,68.2,68.2,53.4,59.07,0,0,,0,0,11.4,7.2,56,1019.1,74,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T01:00:00,66.7,66.7,53.6,62.73,0,0,,0,0,11.6,6.2,76,1019,65.3,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T02:00:00,66.3,66.3,54.8,66.5,0,0,,0,0,12.8,6.9,58,1018.6,54.9,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T03:00:00,65.5,65.5,55.4,69.68,0,0,,0,0,12.1,10.1,50,1018,54.9,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T04:00:00,65.2,65.2,56.9,74.62,0,0,,0,0,15,10.7,56,1017.6,88.9,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T05:00:00,64.6,64.6,57,76.44,0,0,,0,0,16.3,11.4,48,1018,100,8.6,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-14T06:00:00,64.3,64.3,56.9,77,0,0,,0,0,17.2,12.8,42,1018.1,100,8.3,11,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T07:00:00,63.5,63.5,55,74,0.002,100,rain,0,0,17.2,5.9,13,1018.6,100,7.7,10,0,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-14T08:00:00,62.1,62.1,56.2,81.12,0.114,100,rain,0,0,26.4,13.4,50,1018.1,100,5,107,0.4,1,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T09:00:00,62.2,62.2,56.5,81.4,0.004,100,rain,0,0,23,14.4,62,1017.9,100,6.7,150,0.5,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T10:00:00,63,63,56.1,78.25,0,0,,0,0,25.3,15.7,54,1018,100,7.4,132,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T11:00:00,61.9,61.9,56.8,83.42,0.009,100,rain,0,0,30.2,12,52,1018.5,100,4,150,0.5,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T12:00:00,60.7,60.7,57.3,88.42,0.065,100,rain,0,0,19.7,13.5,51,1018.3,100,4.8,121,0.4,1,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T13:00:00,61.7,61.7,57.5,86.15,0.032,100,rain,0,0,17.2,13,46,1018.3,100,4.2,198,0.7,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T14:00:00,61.7,61.7,58,87.54,0.037,100,rain,0,0,21,12.4,54,1018.6,100,4.6,205,0.7,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T15:00:00,61.7,61.7,57.1,84.78,0.02,100,rain,0,0,17,11.2,54,1018.8,100,5.2,205,0.7,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T16:00:00,62.1,62.1,57.3,84.31,0.019,100,rain,0,0,20.8,12.5,58,1018.6,100,5.5,258,0.9,3,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T17:00:00,61.9,61.9,57.5,85.63,0.016,100,rain,0,0,17.7,9.3,64,1018.3,100,6.2,183,0.7,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T18:00:00,62.2,62.2,57.5,84.48,0.005,100,rain,0,0,17.9,10.4,47,1018.4,100,7.2,41,0.1,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T19:00:00,62.2,62.2,56.6,81.63,0,0,,0,0,17.2,12.1,68,1018.8,100,8.8,26,0.1,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T20:00:00,61.3,61.3,55.2,80.33,0,0,,0,0,21.9,10.9,63,1019.5,100,9.5,5,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T21:00:00,60.3,60.3,54.6,81.33,0,0,,0,0,16.1,13.3,70,1020,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T22:00:00,60.2,60.2,54,80,0,0,,0,0,20.1,11.6,81,1020.7,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-14T23:00:00,60.2,60.2,53.6,78.76,0,0,,0,0,20.8,10.3,69,1020.9,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T00:00:00,59.7,59.7,53.8,80.94,0,0,,0,0,13.4,9.8,64,1021.5,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T01:00:00,59.2,59.2,53.4,80.97,0,0,,0,0,12.3,8.3,69,1021.3,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T02:00:00,59.2,59.2,53,79.96,0,0,,0,0,11.4,7,74,1020.9,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T03:00:00,59.7,59.7,53,78.69,0,0,,0,0,14.5,8.6,56,1020.8,100,9.5,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T04:00:00,59,59,53.2,81.11,0,0,,0,0,14.5,10.5,58,1020.3,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T05:00:00,59.2,59.2,53,79.96,0,0,,0,0,14.3,8,66,1020.2,100,9.5,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T06:00:00,60.2,60.2,53.4,78.27,0,0,,0,0,14.1,8,57,1020.8,100,8.7,11,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T07:00:00,60.2,60.2,53.4,78.27,0,0,,0,0,14.8,7.5,41,1021.1,100,9.2,31,0.1,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T08:00:00,60.7,60.7,53.4,76.74,0,0,,0,0,15.7,7,57,1021.2,100,8.8,51,0.2,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T09:00:00,60.3,60.3,54.8,81.96,0,0,,0,0,16.3,7.7,58,1021.5,100,5.7,115,0.4,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T10:00:00,60.2,60.2,55.5,84.55,0.007,100,rain,0,0,16.1,6.3,69,1021.6,100,4.5,130,0.5,1,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T11:00:00,60.5,60.5,55.2,82.43,0,0,,0,0,15,7.1,64,1021.8,100,7.2,95,0.3,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T12:00:00,60.9,60.9,55.2,81.31,0,0,,0,0,13.6,8.8,48,1022,100,8,136,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T13:00:00,60.5,60.5,55.5,83.46,0.001,100,rain,0,0,13.6,7.7,53,1022,100,5.3,150,0.5,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T14:00:00,61.1,61.1,55.4,81.47,0.003,100,rain,0,0,13.4,7.5,48,1021.7,100,7,168,0.6,2,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T15:00:00,62.1,62.1,55.4,78.77,0,0,,0,0,12.1,7.6,54,1021.4,100,7.4,125,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-15T16:00:00,63,63,54.9,74.95,0,0,,0,0,19.7,9.5,62,1021.1,100,8.9,75,0.3,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T17:00:00,62.8,62.8,54.3,73.87,0.002,100,rain,0,0,11.6,6,59,1020.9,100,8.8,83,0.3,1,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T18:00:00,63.7,63.7,54.4,71.7,0,0,,0,0,10.7,6.5,67,1020.7,100,9.5,55,0.2,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T19:00:00,62.3,62.3,54.2,74.81,0.002,100,rain,0,0,12.3,4.5,47,1020.7,100,9.2,38,0.1,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T20:00:00,62.8,62.8,53.6,71.88,0,0,,0,0,11.9,6.1,77,1021.2,100,9,3,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T21:00:00,59.4,59.4,54.6,84.14,0.014,100,rain,0,0,10.5,3.9,115,1021.6,100,4.7,0,0,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T22:00:00,60.2,60.2,55.7,85.08,0.01,100,rain,0,0,9.4,2.9,43,1021.9,100,8,0,0,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-15T23:00:00,60.3,60.3,56.2,86.28,0,0,,0,0,9.2,0.6,9,1021.6,100,8,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T00:00:00,60.3,60.3,55.3,83.7,0,0,,0,0,9.6,3.9,58,1021.6,100,9.2,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T01:00:00,60.7,60.7,55.3,82.38,0,0,,0,0,9.8,5.8,97,1021.1,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T02:00:00,60.3,60.3,55,82.47,0,0,,0,0,9.8,6.9,85,1020.9,97.9,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T03:00:00,60.9,60.9,55.2,81.31,0,0,,0,0,8.7,5.1,68,1020.7,100,9.5,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T04:00:00,61.1,61.1,55.6,82.33,0,0,,0,0,9.6,5.1,54,1020.4,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T05:00:00,61.7,61.7,55.8,81.05,0,0,,0,0,11.2,5.8,57,1020.4,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T06:00:00,62.1,62.1,55.3,78.55,0,0,,0,0,12.8,8.2,60,1020,100,9.9,9,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T07:00:00,62.2,62.2,56.4,81.1,0,0,,0,0,16.1,9,54,1020.4,100,9.9,24,0.1,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T08:00:00,62.2,62.2,57.3,83.93,0,0,,0,0,22.2,10.4,48,1020.8,100,8.8,50,0.2,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T09:00:00,61.9,61.9,57.5,85.76,0,0,,0,0,20.9,10.9,61,1021,100,7,92,0.3,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T10:00:00,61.9,61.9,58.1,87.36,0,0,,0,0,17.2,12,65,1020.9,100,3.2,127,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T11:00:00,62.8,62.8,58.7,86.33,0,0,,0,0,17.2,9.8,61,1021,100,5.8,121,0.4,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T12:00:00,63.4,63.4,59.1,85.95,0,0,,0,0,20.8,10.2,61,1021.1,100,5.5,208,0.7,2,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T13:00:00,63.4,63.4,59.1,85.95,0,0,,0,0,17.9,10,63,1021,100,5.4,125,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T14:00:00,63.7,63.7,59,84.6,0,0,,0,0,17.4,8.9,56,1020.5,100,7.9,774,2.8,8,,Overcast,cloudy,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-16T15:00:00,67.4,67.4,59.8,76.59,0,0,,0,0,24.2,10.6,59,1020,94.4,9.2,362,1.3,4,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T16:00:00,68.7,68.7,59.8,73.45,0,0,,0,0,23,11.4,71,1019.6,94.4,9.5,139,0.5,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T17:00:00,67.1,67.1,58.9,74.92,0,0,,0,0,15,9.8,65,1019.2,98.2,9.9,200,0.7,2,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T18:00:00,66.7,66.7,58.5,74.77,0,0,,0,0,14.8,9.8,57,1018.7,100,9.9,112,0.4,1,,Overcast,cloudy,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-16T19:00:00,65.5,65.5,58.1,76.78,0,0,,0,0,13.9,9.2,74,1018.9,100,9.9,38,0.1,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T20:00:00,64.8,64.8,58.1,78.87,0,0,,0,0,12.3,9.4,57,1018.7,100,9.9,3,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T21:00:00,65.4,65.4,58.6,78.74,0,0,,0,0,11.6,8.6,63,1018.9,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T22:00:00,64.7,64.7,58.3,79.66,0,0,,0,0,10.7,7.9,73,1018.8,100,8.5,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-16T23:00:00,63.2,63.2,60,89.13,0.017,100,rain,0,0,9.8,8,55,1018.7,100,5.2,0,0,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,F8726,KNYC,72503014732"
New york,2025-06-17T00:00:00,62.6,62.6,60.2,91.75,0.033,100,rain,0,0,10.1,8.3,58,1018.5,100,4.6,0,0,0,,"Rain, Overcast",rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New york,2025-06-17T01:00:00,62.6,62.6,60.2,91.75,0,0,,0,0,9.4,7.5,56,1018.1,100,6,0,0,0,,Overcast,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
